Row,Anterior Area(um^2),Anterior BB#,Medial Area(um^2),Medial BB#,Posterior Area(um^2),Posterior BB#,Cell surface area(um^2),Assigned BB#,Ciliary row#,Avergae number of BBs per row,Cell height(um),Cell major widths(um),Cell minor widths(um),Horizontal section perimeter(um),Cell volume(um^3),VolumeDeficit,Anterior neighbor BB pairwise distance(um),Medial neighbor BB pairwise distance(um),Posterior neighbor BB pairwise distance(um),Anterior row pairwise distance(um),Medial row pairwise distance(um),Posterior row pairwise distance(um),Mean of ciliary row lengths,STD of ciliary row lengths,Posterior immature BB#,Posterior medial immature BB#,Anterior medial immature BB#,Anterior immature BB#
010622 N=1 B1868 Poc1-mCh dividing cells_3-sld - 1001,472.314636,152,1665.442192,276,591.918504,99,2729.675332,524,20,26.2,49.668,28.754,14.226,69.739063,9771.665,0.081,1.79,1.964,2.31,1.727,2.995,1.943,47.041,5.732,0,0,0,0
010622 N=1 B1868 Poc1-mCh dividing cells_3-sld - 1002,464.462494,151,1688.646174,319,609.29594,101,2762.404608,561,19,29.526,49.048,30.408,14.102,71.84653777,9760.558,0.114,1.427,1.664,2.128,1.905,3.231,2.468,46.542,5.508,0,0,0,0
010622 N=1 B1868 Poc1-mCh dividing cells_3-sld - 1003,494.040747,154,1816.956424,304,700.807634,90,3011.804805,541,19,28.474,52.694,31.089,14.308,73.61589105,11080.525,0.097,1.518,1.806,2.446,1.839,3.256,2.742,48.005,4.953,0,0,0,0
010622 N=1 B1868 Poc1-mCh dividing cells_3-sld - 1004,407.20424,150,1459.226455,275,576.459857,101,2442.890552,514,20,25.7,47.41,27.038,12.858,64.49420225,7937.045,0.08,1.543,1.885,2.448,1.52,2.697,2.205,44.519,5.069,0,0,0,0
010622 N=1 B1868 Poc1-mCh dividing cells_3-sld - 1005,509.359425,169,1704.472922,354,589.015596,113,2802.847943,613,19,32.263,51.68,30.488,9.653,69.13338723,7366.778,0.075,1.385,1.59,1.867,1.718,3.055,2.55,48.643,5.043,0,0,0,0
010622 N=1 B1868 Poc1-mCh dividing cells_3-sld - 1006,469.834568,150,1627.135828,306,645.707258,114,2742.677654,565,21,26.905,53.51,26.741,14.382,65.37997133,9518.572,0.117,1.663,1.868,2.347,1.774,2.716,2.149,47.4,8.623,0,0,0,0
010622 N=1 B1868 Poc1-mCh dividing cells_3-sld - 1007,470.999739,171,1768.500194,332,671.073935,109,2910.573868,605,19,31.842,49.031,31.868,14.878,75.48294046,10828.632,0.11,1.326,1.537,2.024,1.956,3.38,2.625,46.739,5.577,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 1,514.355967,160,1680.788076,337,553.878006,91,2749.022049,581,19,30.579,46.522,31.007,15.3,74.78535859,10251.537,0.113,1.397,1.44,1.863,1.885,3.363,2.768,42.518,4.587,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 10,517.639617,157,1638.264716,271,607.939319,96,2763.843652,516,19,27.158,49.352,28.167,15.176,70.33981146,10223.25,0.074,1.441,1.853,2.42,1.692,3.193,2.486,45.918,5.673,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 11,457.33311,154,1530.870836,230,581.906714,88,2570.11066,463,19,24.368,47.596,27.353,12.674,67.23784761,8731.055,-0.011,1.453,2.13,2.538,1.735,3.039,2.311,44.627,6.365,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 12,515.474337,162,1649.79689,233,691.898639,96,2857.169866,477,19,25.105,44.24,31.489,16.395,77.70397087,11134.112,0.069,1.501,1.94,2.082,1.948,3.513,2.737,43.598,5.111,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 13,338.308637,136,1139.090083,210,415.147365,92,1892.546085,434,19,22.842,44.732,21.501,11.724,53.37274049,5430.027,0.08,1.338,2.076,2.342,1.501,2.413,1.936,40.703,6.215,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 14,370.369104,152,1150.112693,198,418.380348,82,1938.862145,430,19,22.632,35.877,27.618,12.89,66.32931146,6204.127,0.072,1.109,1.849,2.685,1.812,3,2.085,36.131,5.108,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 15,403.488841,148,1478.991398,248,564.682802,94,2447.163041,484,19,25.474,47.072,26.747,12.975,64.92981432,7885.369,0.078,1.395,1.937,2.531,1.499,2.898,2.181,44.834,4.864,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 16,383.27734,149,1325.445424,213,492.070089,88,2200.792853,439,19,23.105,47.148,22.694,13.53,57.93469037,7168.824,0.054,1.5,2.227,2.461,1.287,2.673,2.126,43.664,5.649,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 17,362.690569,131,1155.439946,204,437.203412,90,1955.333927,419,20,20.95,39.452,25.55,11.102,60.63169629,5750.073,0.019,1.484,2.043,2.193,1.682,2.62,1.96,36.768,5.7,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 18,500.945562,151,1394.86343,242,490.467022,80,2386.276014,448,20,22.4,46.309,25.507,16.661,63.62935958,7584.883,0.264,1.416,2.073,2.544,1.475,2.743,2.06,40.371,7.404,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 19,514.918321,179,1805.049654,273,635.515906,91,2955.483881,534,20,26.7,50.544,29.935,14.662,72.84614651,11064.867,0.047,1.402,1.993,2.569,1.648,3.157,2.46,47.542,5.985,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 2,376.91635,143,1383.059724,232,483.660207,87,2243.636281,459,19,24.158,46.756,23.798,13.787,60.2556761,7482.817,0.068,1.333,2.031,2.649,1.634,2.75,1.786,42.965,6.353,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 20,447.016382,148,1389.519653,212,511.062562,87,2347.598597,443,20,22.15,43.483,27.102,12.457,65.99307901,7661.334,0.003,1.499,2.12,2.419,1.732,2.842,2.064,41.251,5.752,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 21,327.543339,135,1078.205438,223,408.426725,84,1814.175502,438,20,21.9,40.486,22.399,12.583,55.5697932,5222.526,0.126,1.433,1.91,2.298,1.417,2.336,1.913,37.258,5.929,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 22,337.728217,138,1001.98061,191,340.504789,76,1680.213616,402,19,21.158,37.759,22.077,11.053,54.48966798,4705.42,0.025,1.437,2.014,2.406,1.44,2.467,1.664,35.855,5.198,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 28,618.873486,191,1901.007123,286,759.371502,104,3279.252111,566,20,28.3,49.933,33.05,16.393,80.39337195,13178.408,0.07,1.459,1.89,2.431,1.849,3.434,2.724,49.112,4.707,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 29,397.677469,139,1488.396551,241,564.240537,91,2450.314557,461,19,24.263,47.503,28.018,12.666,65.86401641,7923.192,0.102,1.531,2.007,2.482,1.409,2.935,2.259,43.988,5.049,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 3,413.478308,146,1258.925152,188,459.694671,82,2132.098131,410,19,21.579,39.917,26.656,14.386,64.45177911,6884.874,0.141,1.637,2.135,2.526,1.766,2.951,2.12,39.491,4.409,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 30,389.439467,135,1272.626881,227,447.732583,87,2109.798931,440,20,22,45.834,23.883,12.553,58.16121757,6470.92,0.101,1.562,2.117,2.161,1.595,2.514,1.916,40.61,4.47,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 31,395.329325,148,1163.757049,218,400.312767,100,1959.399141,460,19,24.211,39.43,24.748,13.022,60.66890986,6179.468,0.071,1.287,1.828,1.988,1.883,2.67,2.037,38.216,4.959,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 32,480.582275,156,1477.024341,223,595.67489,95,2553.281506,466,20,23.3,47.056,26.205,15.037,65.9027314,9190.393,0.053,1.594,2.243,2.288,1.644,2.832,2.416,44.457,6.409,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 33,434.962926,150,1359.315159,196,567.983893,95,2362.261978,432,19,22.737,41.093,27.313,14.423,67.79273064,8523.469,-0.006,1.452,2.151,2.181,1.632,3.04,2.507,40.826,4.517,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 34,427.754706,157,1523.922642,211,571.797643,89,2523.474991,452,19,23.789,46.147,28.059,14.188,68.68713212,8674.817,0.098,1.33,2.195,2.68,1.736,3.028,2.233,44.032,6.115,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 35,522.551804,150,1722.004803,249,677.470932,99,2922.027539,491,19,25.842,50.545,28.599,16.172,71.66882171,11129.212,0.091,1.603,2.029,2.57,1.763,3.292,2.425,48.03,7.283,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 36,409.610863,139,1416.323402,228,569.378879,90,2395.313144,452,20,22.6,46.573,25.018,14.592,63.13507821,8332.885,0.064,1.528,2.191,2.675,1.689,2.753,2.182,44.217,4.988,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 37,383.581874,138,1280.243349,205,523.16407,95,2186.989293,429,20,21.45,46.426,23.6,13.383,59.13887965,6728.777,0.124,1.58,2.354,2.363,1.583,2.368,2.048,40.993,9.119,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 38,581.62936,162,1929.291042,266,728.360634,88,3239.281036,508,19,26.737,48.975,33.158,18.207,82.02168485,13806.86,0.108,1.53,1.923,2.457,2.214,3.647,3.021,47.259,6.166,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 39,419.150391,150,1336.720637,204,508.011543,85,2263.882571,430,19,22.632,41.599,25.79,16.506,67.07325654,8344.039,0.1,1.247,2.069,2.194,1.723,3.078,2.43,38.101,5.817,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 4,330.953474,135,1002.097614,185,374.940569,92,1707.991657,410,19,21.579,36.125,23.045,13.27,57.77374468,5246.452,0.093,1.247,1.909,2.205,1.754,2.643,1.893,35.066,3.731,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 40,454.578543,136,1675.475464,291,627.001558,100,2757.055565,519,19,27.316,50.696,29.264,13.598,70.13400216,9453.488,0.105,1.513,1.785,2.393,1.846,3.099,2.444,47,7.085,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 41,483.007898,150,1557.950376,213,635.365839,93,2676.324113,442,19,23.263,47.17,28.632,14.001,69.73591733,9435.582,0.047,1.727,2.279,2.261,1.64,3.199,2.598,44.197,5.654,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 42,409.30074,161,1411.023091,250,510.772811,89,2331.096642,487,19,25.632,46.712,26.037,12.862,63.53245866,7638.528,0.067,1.363,1.901,2.609,1.421,2.889,2.5,43.517,5.592,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 43,531.225929,165,1772.628053,296,622.569948,92,2926.42393,544,20,27.2,52.015,28.585,16.435,71.10441753,11190.493,0.125,1.618,1.956,2.351,1.578,3.055,2.55,48.205,6.275,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 44,641.689715,178,1962.928603,268,681.709718,92,3286.328036,536,20,26.8,50.083,33.141,16.212,80.71070965,13162.818,0.066,1.498,2.025,2.294,2.123,3.456,2.474,48.067,6.718,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 45,453.136791,157,1463.9524,219,541.611936,88,2458.701127,458,20,22.9,46.906,25.841,14.56,64.70140252,8624.916,0.067,1.52,2.207,2.501,1.472,2.752,2.42,42.76,5.91,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 46,400.144606,127,1322.490106,215,519.451745,84,2242.086457,418,20,20.9,41.235,26.822,14.731,66.34335793,7867.738,0.078,1.606,2.047,2.42,1.482,2.82,2.328,38.5,8.305,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 47,442.247847,154,1484.168635,229,602.032356,98,2528.448838,475,19,25,45.708,27.825,14.708,68.42153072,8608.238,0.121,1.485,2.025,2.476,1.719,3.076,2.325,44.796,5.001,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 48,531.969554,156,1846.610267,260,669.345066,83,3047.924887,491,20,24.55,49.643,31.524,16.226,76.73031766,12069.585,0.092,1.711,2.065,2.988,2.11,3.292,2.41,47.075,5.628,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 49,411.810788,130,1302.003323,208,545.548444,90,2259.362555,426,20,21.3,42.257,26.198,14.317,64.45042051,7682.356,0.074,1.544,2.15,2.667,1.781,2.748,2.103,41.114,5.908,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 5,424.722432,148,1407.053699,242,573.895412,92,2405.671543,473,19,24.895,49.464,24.827,12.599,61.69212488,7611.625,0.06,1.414,2.044,2.58,1.653,2.692,2.388,44.952,6.69,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 50,444.396243,145,1465.574682,231,588.964593,98,2498.935518,466,19,24.526,48.881,25.5,14.015,63.51251909,8579.468,0.062,1.511,2.102,2.4,1.835,2.92,2.191,45.65,5.255,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 51,460.539472,159,1416.65951,222,515.065836,86,2392.264818,452,20,22.6,41.773,27.111,16.07,68.38014699,8686.402,0.088,1.482,1.975,2.577,1.973,2.752,2.426,39.694,8.792,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 52,356.556874,145,1227.595972,214,456.996383,93,2041.149229,447,20,22.35,42.718,24.134,12.72,59.18448707,6397.507,0.068,1.342,2.046,2.157,1.586,2.586,2.004,38.887,5.752,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 6,455.587624,145,1469.92622,248,514.601133,81,2440.114977,469,19,24.684,46.751,27.273,12.035,65.1085319,7528.744,0.063,1.661,1.937,2.479,1.719,2.946,2.396,43.551,4.957,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 7,453.994609,148,1588.044321,273,545.024646,88,2587.063576,503,20,25.15,51.247,27.029,13.072,64.72102847,8241.72,0.131,1.436,1.93,2.831,1.896,2.683,1.982,45.287,9.795,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 8,695.914902,205,2047.116676,384,826.531252,165,3569.56283,747,20,37.35,50.793,35.095,15.258,83.50780145,14272.383,-0.002,1.353,1.478,1.707,2.18,3.605,2.703,52.604,5.055,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells-sld - 9,397.449534,144,1538.621511,297,590.942887,95,2527.013932,529,19,27.842,50.187,27.409,12.483,65.33256439,8119.302,0.097,1.438,1.719,2.504,1.568,2.89,2.272,45.916,5.488,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 100,550.928944,181,1901.920414,354,688.077014,106,3140.926372,640,20,32,52.647,29.939,18.883,76.48376176,12458.191,0.201,1.418,1.629,2.004,1.809,3.223,2.643,49.286,5.292,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 101,351.214213,135,1148.019232,199,434.606972,79,1933.840417,404,19,21.263,37.268,24.458,14.826,62.76184507,6620.745,0.064,1.432,1.934,2.116,1.596,2.892,2.265,36.262,3.517,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 102,436.101105,156,1390.007275,240,542.706197,97,2368.814577,479,19,25.211,47.985,24.609,13.329,60.95136293,7715.433,0.064,1.423,2.035,2.245,1.567,2.805,2.195,45.099,5.399,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 103,509.913008,169,1505.702926,229,533.22897,82,2548.844904,476,19,25.053,44.012,28.052,16.053,70.63465028,9550.99,0.08,1.347,1.935,2.289,1.919,3.268,2.536,41.152,4.654,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 104,377.957253,162,1234.638316,228,404.768654,87,2017.364223,470,19,24.737,40.311,24.702,13.226,60.94734642,6395.424,0.073,1.144,1.82,2.186,1.6,2.749,2.061,38.55,6.839,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 105,544.225232,155,1844.389531,289,712.152178,100,3100.766941,528,19,27.789,49.98,31.21,17.524,77.50968449,12821.995,0.104,1.727,1.791,2.375,2.084,3.53,2.71,48.279,6.262,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 106,484.695521,149,1615.870772,268,609.890152,86,2710.456445,492,22,22.364,44.829,30.328,16.216,74.42472512,10530.381,0.088,1.646,2.013,2.436,1.992,2.917,2.435,41.202,5.298,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 107,551.916159,162,1835.002979,325,717.004937,109,3103.924075,591,22,26.864,49.022,31.031,17.701,78.25088966,12972.199,0.08,1.503,1.639,2.061,2.087,3.023,2.706,41.982,14.498,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 108,531.691965,165,1696.456887,248,639.347534,99,2867.496386,508,19,26.737,48.884,28.589,16.768,72.48993908,11347.611,0.075,1.426,1.966,2.392,1.925,3.338,2.844,47.438,5.59,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 54,325.851711,132,972.881412,177,354.962123,74,1653.695246,379,19,19.947,33.187,22.239,15.425,59.84801083,5502.454,0.077,1.177,1.817,1.804,1.788,2.769,2.16,29.974,4.81,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 55,380.186067,134,1211.87633,207,486.914858,79,2078.977255,420,19,22.105,47.186,21.45,12.67,54.30505514,6325.568,0.058,1.532,2.204,2.985,1.519,2.493,1.902,43.767,4.532,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 56,360.681286,141,1166.513252,194,430.66006,92,1957.854598,417,20,20.85,36.661,25.712,16.233,66.2709524,6873.189,0.142,1.324,1.945,1.964,1.669,2.919,2.194,33.531,5.194,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 57,367.046579,148,1146.219032,195,426.211586,80,1939.477197,418,19,22,41.492,22.227,13.697,57.11402579,6249.89,0.055,1.259,2.105,2.545,1.699,2.597,2.09,39.165,5.958,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 58,387.008696,151,1285.893187,241,485.665555,91,2158.567438,473,19,24.895,44.302,23.8,13.804,60.22880878,7128.636,0.065,1.357,1.888,2.492,1.409,2.74,2.114,42.41,4.425,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 59,427.2746,146,1555.602464,263,589.9033,90,2572.780364,494,20,24.7,48.051,26.99,15.83,67.95874526,9445.954,0.121,1.492,1.895,2.436,1.677,2.853,2.22,43.197,9.659,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 60,685.969275,197,2189.939144,385,862.516449,134,3738.424868,699,22,31.773,52.409,34.884,19.092,86.63323945,17308.971,0.053,1.488,1.549,1.959,2.164,3.336,2.932,48.067,11.741,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 61,424.714539,145,1411.037299,228,558.627192,91,2394.37903,460,19,24.211,38.89,28.205,18.066,73.41838502,9583.654,0.076,1.411,1.759,2.118,2.217,3.25,2.696,37.924,6.864,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 62,404.99246,148,1451.620773,242,545.596375,91,2402.209608,480,19,25.263,46.852,25.821,15.238,65.1082622,8407.045,0.129,1.349,1.946,2.569,1.463,2.922,2.171,44.21,5.075,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 63,453.86346,152,1420.820225,202,504.366178,85,2379.049863,434,19,22.842,44.52,26.453,14.775,66.12590569,8490.984,0.068,1.431,2.146,2.437,1.658,3.001,2.299,41.252,5.563,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 64,517.816277,154,1801.925895,234,631.404715,84,2951.146887,460,19,24.211,47.292,32.156,16.791,79.10472914,11780.028,0.119,1.579,2.154,2.451,1.751,3.577,2.575,45.152,6.398,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 65,453.56878,145,1547.26844,242,614.757714,90,2615.594934,469,19,24.684,46.811,28.306,14.418,68.94067835,9429.586,0.057,1.592,1.984,2.522,1.567,3.056,2.66,43.973,6.516,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 66,603.36098,166,2187.126206,307,784.469099,109,3574.956285,573,19,30.158,51.804,35.441,19.128,87.37829799,16091.95,0.125,1.609,1.781,2.218,2.188,3.94,2.938,51.322,5.921,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 67,453.844894,153,1536.573201,241,610.979634,90,2601.397729,479,19,25.211,44.812,28.46,16.123,71.42335778,9949.361,0.076,1.405,1.89,2.343,1.893,3.257,2.582,42.836,5.668,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 68,513.615127,159,1594.898312,228,596.242226,91,2704.755665,475,19,25,47.385,28.448,14.653,70.33414118,9823.304,0.05,1.492,2.117,2.543,1.888,3.154,2.518,45.964,4.789,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 69,367.430781,139,1023.004248,199,439.169191,75,1829.60422,408,19,21.474,32.857,23.694,17.38,64.54302307,6553.343,0.075,1.205,1.71,2.174,1.649,3.007,2.34,32.642,4.311,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 70,337.412136,134,1099.461466,194,396.578369,87,1833.451971,414,19,21.789,37.273,23.776,13.652,59.97915256,5861.732,0.075,1.258,1.912,2.167,1.642,2.749,2.073,36.2,4.365,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 71,511.630523,168,1727.902927,302,673.958572,96,2913.492022,542,19,28.526,46.802,30.749,17.09,76.95148764,11043.949,0.142,1.458,1.654,2.487,1.853,3.352,2.688,45.701,7.134,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 72,491.742031,155,1563.465362,258,633.062391,98,2688.269784,507,20,25.35,47.421,27.474,16.474,69.83412252,10388.057,0.076,1.484,1.983,2.223,1.817,3.067,2.654,44.417,5.056,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 73,404.199069,139,1134.690729,209,390.039646,75,1928.929444,419,19,22.053,40.265,22.689,13.748,58.20378091,6266.378,0.047,1.378,1.948,2.61,1.857,2.726,1.925,38.542,3.555,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 74,447.399291,135,1517.977563,206,603.971301,83,2569.348155,418,19,22,47.187,25.485,15.492,65.74520409,9414.551,0.035,1.664,2.374,2.454,1.701,3.042,2.571,44.349,5.567,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 75,454.203961,146,1386.068918,227,519.49403,87,2359.766909,450,20,22.5,46.118,25.385,13.848,62.52512937,7881.613,0.072,1.4,2.139,2.428,1.768,2.677,1.982,41.706,5.415,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 76,301.588069,131,954.559957,194,380.508366,68,1636.656392,388,19,20.421,39.198,19.85,12.472,51.15382691,4746.55,0.066,1.36,2.017,2.611,1.386,2.379,2.045,36.097,3.194,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 77,291.04809,126,949.533242,189,349.250014,82,1589.831346,393,19,20.684,36.835,21.05,11.733,52.49244374,4505.131,0.054,1.238,1.972,2.297,1.568,2.337,1.722,34.928,5.227,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 78,666.596913,206,1957.739526,341,712.59869,118,3336.935129,647,20,32.35,48.482,32.746,18.649,82.63284462,14801.5,0.045,1.29,1.563,1.962,2.139,3.601,2.761,47.496,5.92,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 79,388.959578,153,1322.221883,225,489.751915,95,2200.933376,462,20,23.1,41.257,25.021,15.331,64.64007946,7887.1,0.048,1.422,1.956,2.163,1.51,2.842,1.977,39.851,4.815,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 80,528.84055,161,1890.116417,279,701.780899,99,3120.737866,524,19,27.579,49.858,35.431,13.086,80.05596711,9954.081,0.178,1.551,1.907,2.259,1.781,3.425,2.494,48.306,6.664,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 81,432.160333,147,1401.477374,210,575.596466,88,2409.234173,443,19,23.316,46.957,24.81,15.266,63.29955803,8375.728,0.101,1.433,2.228,2.427,1.597,2.849,2.392,43.405,5.943,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 82,405.650265,147,1153.117873,230,435.685019,97,1994.453157,466,20,23.3,35.583,25.187,16.263,65.90594691,7273.088,0.047,1.309,1.669,2.134,1.896,2.911,2.226,35.71,3.915,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 83,428.103608,156,1319.141908,209,512.511914,95,2259.75743,456,19,24,38.22,28.547,16.128,71.51517977,8379.708,0.09,1.256,1.83,1.941,1.848,3.17,2.425,37.342,5.727,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 84,364.15041,159,1105.490331,193,379.269105,90,1848.909846,428,20,21.4,35.723,23.61,17.237,63.87423599,6200.615,0.185,1.159,1.992,2.078,1.612,2.711,2.174,34.048,5.932,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 85,532.359887,148,1688.990667,285,652.065189,96,2873.415743,525,19,27.632,44.465,32.069,17.634,79.36383762,11735.488,0.109,1.498,1.559,2.252,2.073,3.574,2.916,42.476,6.679,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 86,400.699638,150,1193.685811,207,458.505208,90,2052.890657,432,20,21.6,35.039,28.805,15.056,70.1067059,7102.967,0.107,1.322,1.88,2.092,1.73,2.946,2.386,35.066,5.409,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 87,340.875812,131,1046.941642,185,384.752131,81,1772.569585,392,19,20.632,38.729,22.456,12.149,56.68092892,5264.006,0.048,1.322,2.093,2.268,1.702,2.566,1.894,36.24,5.179,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 88,511.787121,156,1734.841377,262,655.939128,92,2902.567626,500,19,26.316,51.721,28.584,15.829,70.91306429,11065.794,0.097,1.518,2.003,2.649,1.777,3.2,2.611,48.385,6.222,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 89,846.596424,226,1982.975587,332,965.827516,166,3795.399527,716,19,37.684,55.236,31.19,16.58,76.30657183,14988.06,-0.002,1.311,1.608,1.726,2.521,3.23,3.046,55.669,12.933,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 91,494.022321,152,1788.18881,240,632.517956,89,2914.729087,473,19,24.895,47.453,32.205,16.095,78.22704267,11310.495,0.122,1.597,2.121,2.763,1.882,3.552,2.579,45.942,5.291,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 92,437.804864,146,1481.155523,210,559.813546,93,2478.773933,436,19,22.947,47.294,26.858,13.915,65.3390364,8530.479,0.078,1.696,2.235,2.455,1.56,2.95,2.143,44.326,5.05,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 93,406.604389,149,1446.87509,235,535.077326,87,2388.556805,462,19,24.316,47.08,25.518,14.591,64.29384266,8234.56,0.103,1.361,2.108,2.689,1.473,2.905,2.039,44.211,5.391,0,0,0,0
